movie_title,title_year,genres,gross
The Thing,1982,Horror|Mystery|Sci-Fi,13782838
Riddick,2013,Action|Sci-Fi|Thriller,41997790
Switchback,1997,Crime|Mystery|Thriller,6482195
Texas Rangers,2001,Action|Adventure|Drama|Thriller|Western,623374
City of Ember,2008,Adventure|Family|Fantasy|Sci-Fi,7871693
The Master,2012,Drama,16377274
The Express,2008,Biography|Drama|Sport,9589875
The 5th Wave,2016,Action|Adventure|Sci-Fi|Thriller,34912982
Creed,2015,Drama|Sport,109712885
The Town,2010,Crime|Drama|Thriller,92173235
What to Expect When You're Expecting,2012,Comedy|Drama|Romance,41102171
Burn After Reading,2008,Comedy|Drama,60338891
Nim's Island,2008,Adventure|Comedy|Family|Fantasy,48006503
Rush,2013,Action|Biography|Drama|Sport,26903709
Magnolia,1999,Drama,22450975
Cop Out,2010,Action|Comedy|Crime,44867349
How to Be Single,2016,Comedy|Romance,46813366
Dolphin Tale,2011,Drama|Family,72279690
Twilight,2008,Drama|Fantasy|Romance,191449475
John Q,2002,Crime|Drama|Thriller,71026631
Blue Streak,1999,Action|Comedy|Crime|Thriller,68208190
We're the Millers,2013,Comedy|Crime,150368971
Breakdown,1997,Action|Crime|Drama|Mystery|Thriller,50129186
Never Say Never Again,1983,Action|Adventure|Thriller,55500000
Hot Tub Time Machine,2010,Comedy|Sci-Fi,50213619
Dolphin Tale 2,2014,Drama|Family,42019483
Reindeer Games,2000,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,23360779
A Man Apart,2003,Action|Crime|Drama|Thriller,26183197
Aloha,2015,Comedy|Drama|Romance,20991497
Ghosts of Mississippi,1996,Drama|History,13052741
Snow Falling on Cedars,1999,Drama|Mystery|Romance|Thriller,14378353
The Rite,2011,Drama|Horror|Mystery|Thriller,33037754
Gattaca,1997,Drama|Sci-Fi|Thriller,12339633
Isn't She Great,2000,Biography|Comedy|Romance,2954405
Space Chimps,2008,Adventure|Animation|Comedy|Family|Sci-Fi,30105968
Head of State,2003,Comedy,37788228
The Hangover,2009,Comedy,277313371
Ip Man 3,2015,Action|Biography|Drama|History,2126511
Austin Powers: The Spy Who Shagged Me,1999,Action|Adventure|Comedy|Crime,205399422
Batman,1989,Action|Adventure,251188924
There Be Dragons,2011,Biography|Drama|War,1068392
Lethal Weapon 3,1992,Action|Crime|Thriller,144731527
The Blind Side,2009,Biography|Drama|Sport,255950375
Spy Kids,2001,Action|Adventure|Comedy|Family|Sci-Fi,112692062
Horrible Bosses,2011,Comedy|Crime,117528646
True Grit,2010,Adventure|Drama|Western,171031347
The Devil Wears Prada,2006,Comedy|Drama|Romance,124732962
Star Trek: The Motion Picture,1979,Adventure|Mystery|Sci-Fi,82300000
Identity Thief,2013,Comedy|Crime,134455175
Cape Fear,1991,Crime|Thriller,79100000
21,2008,Crime|Drama|Thriller,81159365
Trainwreck,2015,Comedy|Romance,110008260
Guess Who,2005,Comedy|Romance,67962333
The English Patient,1996,Drama|Romance|War,78651430
L.A. Confidential,1997,Crime|Drama|Mystery|Thriller,64604977
Sky High,2005,Adventure|Comedy|Family|Sci-Fi,63939454
In & Out,1997,Comedy,63826569
Species,1995,Action|Horror|Sci-Fi|Thriller,60054449
A Nightmare on Elm Street,1984,Horror,26505000
The Cell,2000,Horror|Sci-Fi|Thriller,61280963
The Man in the Iron Mask,1998,Action|Adventure,56876365
Secretariat,2010,Biography|Drama|Family|History|Sport,59699513
TMNT,2007,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,54132596
Radio,2003,Biography|Drama|Sport,52277485
Friends with Benefits,2011,Comedy|Romance,55802754
Neighbors 2: Sorority Rising,2016,Comedy,55291815
Saving Mr. Banks,2013,Biography|Comedy|Drama|History|Music,83299761
Malcolm X,1992,Biography|Drama|History|Romance,48169908
This Is 40,2012,Comedy,67523385
Old Dogs,2009,Comedy|Family,49474048
Underworld: Rise of the Lycans,2009,Action|Adventure|Fantasy|Sci-Fi|Thriller,45802315
License to Wed,2007,Comedy|Romance,43792641
The Benchwarmers,2006,Comedy|Romance|Sport,57651794
Must Love Dogs,2005,Comedy|Romance,43894863
Donnie Brasco,1997,Biography|Crime|Drama,41954997
Resident Evil,2002,Action|Horror|Sci-Fi,39532308
Poltergeist,1982,Fantasy|Horror,76600000
The Ladykillers,2004,Comedy|Crime|Thriller,39692139
Max Payne,2008,Action|Crime|Drama|Mystery|Thriller,40687294
In Time,2011,Action|Sci-Fi|Thriller,37553932
The Back-up Plan,2010,Comedy|Romance,37481242
Something Borrowed,2011,Comedy|Drama|Romance,39026186
Black Knight,2001,Adventure|Comedy|Fantasy,33422806
Street Fighter,1994,Action|Adventure|Comedy|Thriller,33423521
The Pianist,2002,Biography|Drama|War,32519322
From Hell,2001,Horror|Mystery|Thriller,31598308
The Nativity Story,2006,Drama|Family|Fantasy,37617947
House of Wax,2005,Horror,32048809
Closer,2004,Drama|Romance,33987757
J. Edgar,2011,Biography|Crime|Drama,37304950
Mirrors,2008,Horror|Mystery,30691439
Queen of the Damned,2002,Drama|Fantasy|Horror,30307804
Predator 2,1990,Action|Horror|Sci-Fi,30669413
Untraceable,2008,Crime|Drama|Thriller,28687835
Blast from the Past,1999,Comedy|Drama|Romance|Sci-Fi,26494611
Jersey Girl,2004,Comedy|Drama|Romance,25266129
Alex Cross,2012,Action|Crime|Mystery|Thriller,25863915
Midnight in the Garden of Good and Evil,1997,Crime|Drama|Mystery|Thriller,25078937
Nanny McPhee Returns,2010,Comedy|Family|Fantasy,28995450
Hoffa,1992,Biography|Crime|Drama,24276500
The X Files: I Want to Believe,2008,Drama|Mystery|Sci-Fi|Thriller,20981633
Ella Enchanted,2004,Comedy|Family|Fantasy|Romance,22913677
Concussion,2015,Biography|Drama|Sport,34531832
Abduction,2011,Action|Mystery|Thriller,28064226
Valiant,2005,Adventure|Animation|Comedy|Family|War,19447478
Wonder Boys,2000,Comedy|Drama,19389454
Superhero Movie,2008,Action|Comedy|Sci-Fi|Thriller,25871834
Broken City,2013,Crime|Drama|Thriller,19692608
Cursed,2005,Comedy|Horror,19294901
Premium Rush,2012,Action|Crime|Thriller,20275446
Hot Pursuit,2015,Action|Comedy|Crime,34507079
The Four Feathers,2002,Adventure|Drama|Romance|War,18306166
Parker,2013,Action|Crime|Romance|Thriller,17609982
Wimbledon,2004,Comedy|Romance|Sport,16831505
Furry Vengeance,2010,Comedy|Family,17596256
Lions for Lambs,2007,Drama|Thriller|War,14998070
Flight of the Intruder,1991,Action|Drama|Thriller|War,14587732
Walk Hard: The Dewey Cox Story,2007,Comedy|Music,18317151
The Shipping News,2001,Drama,11405825
American Outlaws,2001,Action|Western,13264986
The Young Victoria,2009,Biography|Drama|History|Romance,10991381
Whiteout,2009,Action|Crime|Mystery|Thriller,10268846
The Tree of Life,2011,Drama|Fantasy,13303319
Knock Off,1998,Action|Comedy|Thriller,10076136
Sabotage,2014,Action|Crime|Drama|Thriller,10499968
The Order,2003,Action|Mystery|Thriller,7659747
Punisher: War Zone,2008,Action|Crime|Drama|Thriller,7948159
Zoom,2006,Action|Adventure|Family|Sci-Fi,11631245
The Walk,2015,Adventure|Biography|Drama|Thriller,10137502
Warriors of Virtue,1997,Action|Adventure|Fantasy,6448817
A Good Year,2006,Comedy|Drama|Romance,7458269
Radio Flyer,1992,Drama,4651977
"Blood In, Blood Out",1993,Crime|Drama,4496583
Smilla's Sense of Snow,1997,Action|Drama|Sci-Fi|Thriller,2221994
Femme Fatale,2002,Crime|Drama|Mystery|Thriller,6592103
Ride with the Devil,1999,Drama|Romance|War|Western,630779
The Maze Runner,2014,Action|Mystery|Sci-Fi|Thriller,102413606
Unfinished Business,2015,Comedy,10214013
The Age of Innocence,1993,Drama|Romance,32000000
The Fountain,2006,Drama|Sci-Fi,10139254
Chill Factor,1999,Action|Adventure|Comedy|Drama|Thriller,11227940
Stolen,2012,Action|Crime|Drama|Thriller,183125
Ponyo,2008,Adventure|Animation|Family|Fantasy,15081783
The Longest Ride,2015,Drama|Romance,37432299
The Astronaut's Wife,1999,Drama|Sci-Fi|Thriller,10654581
I Dreamed of Africa,2000,Adventure|Drama|Romance,6543194
Playing for Keeps,2012,Comedy|Romance|Sport,13101142
Mandela: Long Walk to Freedom,2013,Biography|Drama|History,8324748
A Few Good Men,1992,Drama|Thriller,141340178
Exit Wounds,2001,Action|Comedy|Crime|Drama|Thriller,51758599
Big Momma's House,2000,Action|Comedy|Crime,117559438
The Darkest Hour,2011,Action|Adventure|Horror|Sci-Fi|Thriller,21426805
Step Up Revolution,2012,Drama|Music|Romance,35057332
Snakes on a Plane,2006,Action|Adventure|Crime|Drama|Thriller,34014398
The Watcher,2000,Crime|Horror|Mystery|Thriller,28927720
The Punisher,2004,Action|Crime|Drama|Thriller,33682273
Goal! The Dream Begins,2005,Drama|Romance|Sport,4280577
Safe,2012,Action|Crime|Thriller,17120019
Pushing Tin,1999,Comedy|Drama|Romance,8406264
Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Fantasy|Sci-Fi,309125409
Doomsday,2008,Action|Sci-Fi|Thriller,10955425
The Reader,2008,Drama|Romance,34180954
Elf,2003,Comedy|Family|Fantasy|Romance,173381405
Phenomenon,1996,Drama|Fantasy|Romance|Sci-Fi,104632573
Snow Dogs,2002,Adventure|Comedy|Family|Sport,81150692
Scrooged,1988,Comedy|Drama|Fantasy,60328558
Nacho Libre,2006,Comedy|Family|Sport,80197993
Bridesmaids,2011,Comedy|Romance,169076745
This Is the End,2013,Comedy|Fantasy,101470202
Stigmata,1999,Horror,50041732
Men of Honor,2000,Biography|Drama,48814909
Takers,2010,Action|Crime|Thriller,57744720
The Big Wedding,2013,Comedy,21784432
"Big Mommas: Like Father, Like Son",2011,Action|Comedy|Crime,37911876
Source Code,2011,Mystery|Sci-Fi|Thriller,54696902
Alive,1993,Adventure|Biography|Drama|Thriller,36733909
The Number 23,2007,Mystery|Thriller,35063732
The Young and Prodigious T.S. Spivet,2013,Action|Adventure|Drama|Family,99462
Dreamer: Inspired by a True Story,2005,Drama|Family|Sport,32701088
A History of Violence,2005,Crime|Drama|Thriller,31493782
Transporter 2,2005,Action|Crime|Thriller,43095600
The Quick and the Dead,1995,Action|Thriller|Western,18636537
Laws of Attraction,2004,Comedy|Romance,17848322
Bringing Out the Dead,1999,Drama|Thriller,16640210
Repo Men,2010,Action|Crime|Sci-Fi|Thriller,13763130
Dragon Wars: D-War,2007,Action|Drama|Fantasy|Horror|Thriller,10956379
Bogus,1996,Comedy|Family|Fantasy,4357000
The Incredible Burt Wonderstone,2013,Comedy,22525921
Cats Don't Dance,1997,Animation|Comedy|Family|Fantasy|Musical,3562749
Cradle Will Rock,1999,Drama,2899970
The Good German,2006,Drama|Mystery|Thriller,1304837
Apocalypse Now,1979,Drama|War,78800000
Going the Distance,2010,Comedy|Romance,17797316
Mr. Holland's Opus,1995,Drama|Music,82528097
Criminal,2016,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,14268533
Out of Africa,1985,Biography|Drama|Romance,87100000
Flight,2012,Drama|Thriller,93749203
Moonraker,1979,Action|Adventure|Sci-Fi|Thriller,62700000
The Grand Budapest Hotel,2014,Adventure|Comedy|Crime|Drama,59073773
Hearts in Atlantis,2001,Drama|Mystery,24185781
Arachnophobia,1990,Comedy|Fantasy|Horror|Thriller,53133888
Frequency,2000,Crime|Drama|Mystery|Sci-Fi|Thriller,44983704
Ghostbusters,2016,Action|Comedy|Fantasy|Sci-Fi,118099659
Vacation,2015,Adventure|Comedy,58879132
Get Shorty,1995,Comedy|Crime|Thriller,72077000
Chicago,2002,Comedy|Crime|Musical,170684505
Big Daddy,1999,Comedy|Drama,163479795
American Pie 2,2001,Comedy,145096820
Toy Story,1995,Adventure|Animation|Comedy|Family|Fantasy,191796233
Speed,1994,Action|Adventure|Crime|Thriller,121248145
The Vow,2012,Drama|Romance,125014030
Extraordinary Measures,2010,Drama,11854694
Remember the Titans,2000,Biography|Drama|Sport,115648585
The Hunt for Red October,1990,Action|Adventure|Thriller,122012643
Lee Daniels' The Butler,2013,Biography|Drama,116631310
Dodgeball: A True Underdog Story,2004,Comedy|Sport,114324072
The Addams Family,1991,Comedy|Fantasy,113502246
Ace Ventura: When Nature Calls,1995,Adventure|Comedy,108360000
The Princess Diaries,2001,Comedy|Family|Romance,108244774
The First Wives Club,1996,Comedy,105444419
Se7en,1995,Crime|Drama|Mystery|Thriller,100125340
District 9,2009,Action|Sci-Fi|Thriller,115646235
The SpongeBob SquarePants Movie,2004,Adventure|Animation|Comedy|Family|Fantasy,85416609
Mystic River,2003,Crime|Drama|Mystery|Thriller,90135191
Million Dollar Baby,2004,Drama|Sport,100422786
Analyze This,1999,Comedy|Crime,106694016
The Notebook,2004,Drama|Romance,64286
27 Dresses,2008,Comedy|Romance,76806312
Hannah Montana: The Movie,2009,Comedy|Drama|Family|Music|Romance,79566871
Rugrats in Paris: The Movie,2000,Adventure|Animation|Comedy|Family|Romance,76501438
The Prince of Tides,1991,Drama|Romance,74787599
Legends of the Fall,1994,Drama|Romance|War|Western,66528842
Up in the Air,2009,Drama|Romance,83813460
About Schmidt,2002,Comedy|Drama,65010106
Warm Bodies,2013,Comedy|Horror|Romance,66359959
Looper,2012,Action|Crime|Drama|Sci-Fi|Thriller,66468315
Down to Earth,2001,Comedy|Fantasy,64172251
Babe,1995,Comedy|Drama|Family,66600000
Hope Springs,2012,Comedy|Drama|Romance,63536011
Forgetting Sarah Marshall,2008,Comedy|Drama|Romance,62877175
Four Brothers,2005,Action|Crime|Drama|Mystery|Thriller,74484168
Baby Mama,2008,Comedy|Romance,60269340
Hope Floats,1998,Drama|Romance,60033780
Bride Wars,2009,Comedy|Romance,58715510
Without a Paddle,2004,Adventure|Comedy|Mystery,58156435
13 Going on 30,2004,Comedy|Fantasy|Romance,56044241
Midnight in Paris,2011,Comedy|Fantasy|Romance,56816662
The Nut Job,2014,Adventure|Animation|Comedy|Family,64238770
Blow,2001,Biography|Crime|Drama,52937130
Message in a Bottle,1999,Drama|Romance,52799004
Star Trek V: The Final Frontier,1989,Action|Adventure|Sci-Fi|Thriller,55210049
Like Mike,2002,Comedy|Family|Fantasy|Sport,51432423
Naked Gun 33 1/3: The Final Insult,1994,Comedy|Crime,51109400
A View to a Kill,1985,Action|Adventure|Thriller,50300000
The Curse of the Were-Rabbit,2005,Animation|Comedy|Family|Mystery|Sci-Fi,56068547
P.S. I Love You,2007,Drama|Romance,53680848
Atonement,2007,Drama|Mystery|Romance|War,50921738
Letters to Juliet,2010,Comedy|Drama|Romance,53021560
Black Rain,1989,Action|Crime|Thriller,45645204
Corpse Bride,2005,Animation|Drama|Family|Fantasy|Musical|Romance,53337608
Sicario,2015,Action|Crime|Drama|Mystery|Thriller,46875468
Southpaw,2015,Drama|Sport,52418902
Drag Me to Hell,2009,Horror|Thriller,42057340
The Age of Adaline,2015,Drama|Fantasy|Romance,42478175
Secondhand Lions,2003,Comedy|Drama|Family,41407470
Step Up 3D,2010,Drama|Music|Romance,42385520
Blue Crush,2002,Drama|Romance|Sport,40118420
Stranger Than Fiction,2006,Comedy|Drama|Fantasy|Romance,40137776
30 Days of Night,2007,Horror,39568996
The Cabin in the Woods,2012,Fantasy|Horror|Mystery|Thriller,42043633
Meet the Spartans,2008,Comedy,38232624
Midnight Run,1988,Action|Comedy|Crime|Thriller,38413606
The Running Man,1987,Action|Crime|Sci-Fi|Thriller,38122105
Little Shop of Horrors,1986,Comedy|Horror|Musical|Sci-Fi,38747385
Hanna,2011,Action|Drama|Thriller,40247512
Mortal Kombat: Annihilation,1997,Action|Adventure|Fantasy|Sci-Fi|Thriller,35927406
Larry Crowne,2011,Comedy|Drama|Romance,35565975
Carrie,2013,Drama|Fantasy|Horror,35266619
Take the Lead,2006,Drama|Music,34703228
Gridiron Gang,2006,Crime|Drama|Sport,38432823
What's the Worst That Could Happen?,2001,Comedy|Crime,32095318
9,2009,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,31743332
Side Effects,2013,Crime|Drama|Thriller,32154410
Winnie the Pooh,2011,Adventure|Animation|Comedy|Family|Musical,26687172
Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,26096584
Bulworth,1998,Comedy|Drama|Romance,26525834
Get on Up,2014,Biography|Drama|Music,30513940
One True Thing,1998,Drama,23209440
Virtuosity,1995,Action|Crime|Sci-Fi|Thriller,24048000
My Super Ex-Girlfriend,2006,Comedy|Romance|Sci-Fi,22526144
Deliver Us from Evil,2014,Horror|Mystery|Thriller,30523568
Sanctum,2011,Adventure|Drama|Thriller,23070045
Little Black Book,2004,Comedy|Drama|Romance,20422207
The Five-Year Engagement,2012,Comedy|Romance,28644770
Mr 3000,2004,Comedy|Drama|Romance|Sport,21800302
The Next Three Days,2010,Crime|Drama|Romance|Thriller,21129348
Ultraviolet,2006,Action|Horror|Sci-Fi|Thriller,18500966
Assault on Precinct 13,2005,Action|Crime|Drama|Thriller,19976073
The Replacement Killers,1998,Action|Crime|Thriller,18967571
Fled,1996,Action|Adventure|Crime|Drama|Romance,17100000
Eight Legged Freaks,2002,Action|Comedy|Horror,17266505
Love & Other Drugs,2010,Comedy|Drama|Romance,32357532
88 Minutes,2007,Crime|Drama|Mystery|Thriller,16930884
North Country,2005,Drama,18324242
The Whole Ten Yards,2004,Comedy|Crime|Thriller,16323969
Splice,2009,Drama|Horror|Sci-Fi,16999046
Howard the Duck,1986,Action|Adventure|Comedy|Romance|Sci-Fi,16295774
Pride and Glory,2008,Crime|Drama|Thriller,15709385
The Cave,2005,Adventure|Horror|Thriller,14888028
Alex & Emma,2003,Comedy|Romance,14208384
Wicker Park,2004,Drama|Mystery|Romance|Thriller,12831121
Fright Night,2011,Comedy|Horror,18298649
The New World,2005,Biography|Drama|History|Romance,12712093
Wing Commander,1999,Action|Adventure|Sci-Fi,11576087
In Dreams,1999,Drama|Fantasy|Thriller,11900000
Dragonball: Evolution,2009,Action|Adventure|Fantasy|Sci-Fi|Thriller,9353573
The Last Stand,2013,Action|Crime|Thriller,12026670
Godsend,2004,Drama|Horror|Sci-Fi|Thriller,14334645
Chasing Liberty,2004,Comedy|Romance,12189514
Hoodwinked Too! Hood vs. Evil,2011,Animation|Comedy|Family,10134754
An Unfinished Life,2005,Drama,8535575
The Imaginarium of Doctor Parnassus,2009,Adventure|Fantasy|Mystery,7689458
Runner Runner,2013,Crime|Thriller,19316646
Antitrust,2001,Action|Crime|Drama|Thriller,10965209
Glory,1989,Drama|History|War,26830000
Once Upon a Time in America,1984,Crime|Drama,5300000
Dead Man Down,2013,Action|Crime|Drama|Thriller,10880926
The Merchant of Venice,2004,Drama|Romance,3752725
The Good Thief,2002,Action|Crime|Drama|Romance|Thriller,3517797
Miss Potter,2006,Biography|Drama|Romance,2975649
The Promise,2005,Action|Drama|Fantasy,668171
DOA: Dead or Alive,2006,Action|Adventure,480314
The Assassination of Jesse James by the Coward Robert Ford,2007,Biography|Crime|Drama|History|Western,3904982
1911,2011,Action|Adventure|Drama|History|War,127437
Machine Gun Preacher,2011,Action|Biography|Crime|Drama,537580
Pitch Perfect 2,2015,Comedy|Music,183436380
Walk the Line,2005,Biography|Drama|Music|Romance,119518352
Keeping the Faith,2000,Comedy|Drama|Romance,37036404
The Borrowers,1997,Adventure|Comedy|Family|Fantasy,22359293
Frost/Nixon,2008,Drama,18593156
Serving Sara,2002,Comedy|Romance,16930185
The Boss,2016,Comedy,63034755
Cry Freedom,1987,Biography|Drama|History,5899797
Mumford,1999,Comedy|Drama,4554569
Seed of Chucky,2004,Comedy|Fantasy|Horror|Thriller,17016190
The Jacket,2005,Drama|Mystery|Sci-Fi|Thriller,6301131
Aladdin,1992,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,217350219
Straight Outta Compton,2015,Biography|Crime|Drama|History|Music,161029270
Indiana Jones and the Temple of Doom,1984,Action|Adventure,179870271
The Rugrats Movie,1998,Adventure|Animation|Comedy|Drama|Family|Musical,100491683
Along Came a Spider,2001,Crime|Drama|Thriller,74058698
Once Upon a Time in Mexico,2003,Action|Crime|Thriller,55845943
Die Hard,1988,Action|Thriller,81350242
Role Models,2008,Comedy,67266300
The Big Short,2015,Biography|Comedy|Drama|History,70235322
Taking Woodstock,2009,Comedy|Drama|Music,7443007
Miracle,2004,Biography|Drama|History|Sport,64371181
Dawn of the Dead,2004,Action|Horror|Thriller,58885635
The Wedding Planner,2001,Comedy|Romance,60400856
The Royal Tenenbaums,2001,Comedy|Drama,52353636
Identity,2003,Mystery|Thriller,51475962
Last Vegas,2013,Comedy|Romance,63910583
For Your Eyes Only,1981,Action|Adventure|Thriller,62300000
Serendipity,2001,Comedy|Romance,49968653
Timecop,1994,Action|Crime|Sci-Fi|Thriller,44450000
Zoolander,2001,Comedy,45162741
Safe Haven,2013,Drama|Romance|Thriller,71346930
Hocus Pocus,1993,Comedy|Family|Fantasy,39514713
No Reservations,2007,Comedy|Drama|Romance,43097652
Kick-Ass,2010,Action|Comedy,48043505
30 Minutes or Less,2011,Action|Comedy|Crime,37053924
Dracula 2000,2000,Action|Fantasy|Horror|Thriller,33000377
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy|Family,66950483
