movie_title,title_year,genre,gross
"Lock, Stock and Two Smoking Barrels",1998,Crime,3650677
The Celebration,1998,Drama,1647780
Trees Lounge,1996,Drama,695229
Journey from the Fall,2006,Drama,638951
The Basket,1999,Drama,609042
Mercury Rising,1998,Crime,32940507
The Hebrew Hammer,2003,Comedy,19539
Friday the 13th Part 2,1981,Mystery,19100000
"Sex, Lies, and Videotape",1989,Drama,24741700
Saw,2004,Mystery,55153403
Super Troopers,2001,Comedy,18488314
The Day the Earth Stood Still,2008,Sci-Fi,79363785
Monsoon Wedding,2001,Comedy,13876974
You Can Count on Me,2000,Drama,9180275
Lucky Number Slevin,2006,Crime,22494487
But I'm a Cheerleader,1999,Comedy,2199853
Home Run,2013,Sport,2859955
Reservoir Dogs,1992,Crime,2812029
"The Good, the Bad and the Ugly",1966,Western,6100000
The Second Mother,2015,Comedy,375723
Blue Like Jazz,2012,Drama,594904
Down and Out with the Dolls,2001,Music,58936
Airborne,1993,Adventure,2850263
Waiting...,2005,Comedy,16101109
From a Whisper to a Scream,1987,Horror,1400000
Beyond the Black Rainbow,2010,Sci-Fi,56129
The Raid: Redemption,2011,Thriller,4105123
Rocky,1976,Drama,117235247
The Fog,1980,Horror,21378000
Unfriended,2014,Thriller,31537320
The Howling,1981,Horror,17986000
Dr. No,1962,Action,16067035
Chernobyl Diaries,2012,Thriller,18112929
Hellraiser,1987,Horror,14564027
God's Not Dead 2,2016,Drama,20773070
Cry_Wolf,2005,Mystery,10042266
Godzilla 2000,1999,Thriller,10037390
Blue Valentine,2010,Romance,9701559
Transamerica,2005,Adventure,9013113
The Devil Inside,2012,Horror,53245055
Beyond the Valley of the Dolls,1970,Music,9000000
The Green Inferno,2013,Horror,7186670
The Sessions,2012,Romance,5997134
Next Stop Wonderland,1998,Romance,3386698
Juno,2007,Comedy,143492840
Frozen River,2008,Drama,2508841
20 Feet from Stardom,2013,Documentary,4946250
Two Girls and a Guy,1997,Drama,1950218
Walking and Talking,1996,Comedy,1277257
The Full Monty,1997,Comedy,45857453
Who Killed the Electric Car?,2006,Documentary,1677838
The Broken Hearts Club: A Romantic Comedy,2000,Sport,1744858
Goosebumps,2015,Horror,80021740
Slam,1998,Drama,982214
Brigham City,2001,Crime,798341
All the Real Girls,2003,Romance,548712
Dream with the Fishes,1997,Drama,464655
Blue Car,2002,Drama,464126
Wristcutters: A Love Story,2006,Drama,104077
The Battle of Shaker Heights,2003,Comedy,279282
The Lovely Bones,2009,Fantasy,43982842
The Act of Killing,2012,Documentary,484221
Taxi to the Dark Side,2007,Crime,274661
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,Sport,144431
Antarctica: A Year on Ice,2013,Biography,287761
Hardflip,2012,Action,96734
The House of the Devil,2009,Horror,100659
The Perfect Host,2010,Comedy,48430
Safe Men,1998,Comedy,21210
The Specials,2000,Comedy,12996
Alone with Her,2006,Crime,10018
Creative Control,2015,Drama,62480
Special,2006,Drama,6387
In Her Line of Fire,2006,Drama,721
The Jimmy Show,2001,Drama,703
Trance,2013,Mystery,2319187
On the Waterfront,1954,Romance,9600000
L!fe Happens,2011,Comedy,20186
"4 Months, 3 Weeks and 2 Days",2007,Drama,1185783
Hard Candy,2005,Thriller,1007962
The Quiet,2005,Drama,381186
Fruitvale Station,2013,Romance,16097842
The Brass Teapot,2012,Fantasy,6643
Snitch,2013,Action,42919096
Latter Days,2003,Drama,819939
"For a Good Time, Call...",2012,Comedy,1243961
Time Changer,2002,Fantasy,15278
A Separation,2011,Mystery,7098492
Welcome to the Dollhouse,1995,Comedy,4771000
Ruby in Paradise,1993,Romance,1001437
Raising Victor Vargas,2002,Drama,2073984
Deterrence,1999,Drama,144583
Dead Snow,2009,Comedy,41709
American Graffiti,1973,Drama,115000000
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Sci-Fi,5518918
Safety Not Guaranteed,2012,Comedy,4007792
Kill List,2011,Crime,26297
The Innkeepers,2011,Horror,77501
The Unborn,2009,Fantasy,42638165
Interview with the Assassin,2002,Drama,47329
Donkey Punch,2008,Drama,18378
Hoop Dreams,1994,Sport,7830611
King Kong,2005,Action,218051260
House of Wax,2005,Horror,32048809
Half Nelson,2006,Drama,2694973
Top Hat,1935,Musical,3000000
The Blair Witch Project,1999,Horror,140530114
Woodstock,1970,Documentary,13300000
Mercy Streets,2000,Drama,171988
Broken Vessels,1998,Drama,13493
A Hard Day's Night,1964,Musical,515005
Fireproof,2008,Romance,33451479
Benji,1974,Adventure,39552600
Open Water,2003,Drama,30500882
Kingdom of the Spiders,1977,Horror,17000000
The Station Agent,2003,Comedy,5739376
To Save a Life,2009,Drama,3773863
Beyond the Mat,1999,Documentary,2047570
Osama,2003,Drama,1127331
Sholem Aleichem: Laughing in the Darkness,2011,Documentary,906666
Groove,2000,Music,1114943
Twin Falls Idaho,1999,Drama,985341
Mean Creek,2004,Drama,603943
Hurricane Streets,1997,Drama,334041
Never Again,2001,Comedy,295468
Civil Brand,2002,Crime,243347
Lonesome Jim,2005,Comedy,154077
Seven Samurai,1954,Drama,269061
Finishing the Game: The Search for a New Bruce Lee,2007,Comedy,52850
Rubber,2010,Comedy,98017
Home,2015,Adventure,177343675
Kiss the Bride,2007,Romance,31937
The Slaughter Rule,2002,Drama,13134
Monsters,2010,Thriller,237301
Detention of the Dead,2012,Horror,1332
Crossroads,2002,Drama,37188667
Oz the Great and Powerful,2013,Adventure,234903076
Straight Out of Brooklyn,1991,Drama,2712293
Bloody Sunday,2002,History,768045
Conversations with Other Women,2005,Drama,379122
Poultrygeist: Night of the Chicken Dead,2006,Comedy,23000
42nd Street,1933,Comedy,2300000
Metropolitan,1990,Drama,2938208
Napoleon Dynamite,2004,Comedy,44540956
Blue Ruin,2013,Drama,258113
Paranormal Activity,2007,Horror,107917283
Monty Python and the Holy Grail,1975,Fantasy,1229197
Quinceañera,2006,Drama,1689999
Tarnation,2003,Documentary,592014
The Beyond,1981,Horror,126387
What Happens in Vegas,2008,Comedy,80276912
The Broadway Melody,1929,Musical,2808000
Maniac,2012,Horror,12843
Murderball,2005,Documentary,1523883
American Ninja 2: The Confrontation,1987,Action,4000000
Halloween,1978,Thriller,47000000
Tumbleweeds,1999,Drama,1281176
The Prophecy,1995,Thriller,16115878
When the Cat's Away,1996,Comedy,1652472
Pieces of April,2003,Drama,2360184
Old Joy,2006,Drama,255352
Wendy and Lucy,2008,Drama,856942
Fighting Tommy Riley,2004,Drama,5199
Across the Universe,2007,Musical,24343673
Locker 13,2014,Thriller,2468
Compliance,2012,Crime,318622
Chasing Amy,1997,Comedy,12006514
Lovely & Amazing,2001,Drama,4186931
Better Luck Tomorrow,2002,Romance,3799339
The Incredibly True Adventure of Two Girls in Love,1995,Comedy,1977544
Chuck & Buck,2000,Drama,1050600
American Desi,2001,Comedy,902835
Cube,1997,Mystery,489220
I Married a Strange Person!,1997,Animation,203134
November,2004,Drama,191309
Like Crazy,2011,Romance,3388210
The Canyons,2013,Thriller,49494
Burn,2012,Documentary,111300
Urbania,2000,Drama,1027119
"The Beast from 20,000 Fathoms",1953,Horror,5000000
Swingers,1996,Comedy,4505922
A Fistful of Dollars,1964,Drama,3500000
Side Effects,2013,Drama,32154410
The Trials of Darryl Hunt,2006,Documentary,1111
Children of Heaven,1997,Family,925402
Weekend,2011,Romance,469947
She's Gotta Have It,1986,Comedy,7137502
Another Earth,2011,Romance,1316074
Sweet Sweetback's Baadasssss Song,1971,Thriller,15180000
Tadpole,2000,Romance,2882062
Once,2007,Music,9437933
The Horse Boy,2009,Documentary,155984
The Texas Chain Saw Massacre,1974,Horror,30859000
Roger & Me,1989,Documentary,6706368
Facing the Giants,2006,Sport,10174663
The Gallows,2015,Horror,22757819
Hollywood Shuffle,1987,Comedy,5228617
The Lost Skeleton of Cadavra,2001,Horror,110536
Cheap Thrills,2013,Drama,59379
The Last House on the Left,2009,Thriller,32721635
Pi,1998,Thriller,3216970
20 Dates,1998,Comedy,536767
Super Size Me,2004,Comedy,11529368
The FP,2011,Comedy,40557
Happy Christmas,2014,Comedy,30084
The Brothers McMullen,1995,Drama,10246600
Tiny Furniture,2010,Romance,389804
George Washington,2000,Drama,241816
Smiling Fish & Goat on Fire,1999,Comedy,277233
Clerks,1994,Comedy,3151130
In the Company of Men,1997,Comedy,2856622
Sabotage,2014,Action,10499968
Slacker,1991,Drama,1227508
Clean,2004,Romance,136007
The Circle,2000,Drama,673780
Primer,2004,Thriller,424760
El Mariachi,1992,Romance,2040920
My Date with Drew,2004,Documentary,85222
